instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,percentcas,percentreg 
9975,2/25/12,1,1,2,15,0,6,0,1,0.32,0.2879,0.29,0.4179,21,211,232,0.090517241,0.909482759
9976,2/25/12,1,1,2,16,0,6,0,1,0.32,0.2727,0.26,0.5821,32,163,195,0.164102564,0.835897436
9977,2/25/12,1,1,2,17,0,6,0,1,0.3,0.2727,0.33,0.3582,16,143,159,0.100628931,0.899371069
9978,2/25/12,1,1,2,18,0,6,0,1,0.3,0.2576,0.28,0.5821,7,126,133,0.052631579,0.947368421
9979,2/25/12,1,1,2,19,0,6,0,1,0.26,0.2121,0.33,0.4478,12,137,149,0.080536913,0.919463087
9980,2/25/12,1,1,2,20,0,6,0,1,0.26,0.2121,0.3,0.5522,10,95,105,0.095238095,0.904761905
9981,2/25/12,1,1,2,21,0,6,0,1,0.24,0.2121,0.35,0.3284,5,80,85,0.058823529,0.941176471
9982,2/25/12,1,1,2,22,0,6,0,1,0.24,0.197,0.38,0.4627,4,78,82,0.048780488,0.951219512
9983,2/25/12,1,1,2,23,0,6,0,1,0.24,0.197,0.41,0.4179,7,84,91,0.076923077,0.923076923
9984,2/26/12,1,1,2,0,0,0,0,1,0.24,0.2121,0.41,0.3582,7,63,70,0.1,0.9
9985,2/26/12,1,1,2,1,0,0,0,1,0.24,0.2121,0.44,0.3284,5,50,55,0.090909091,0.909090909
9986,2/26/12,1,1,2,2,0,0,0,1,0.24,0.2121,0.44,0.3284,5,37,42,0.119047619,0.880952381
9987,2/26/12,1,1,2,3,0,0,0,1,0.24,0.2273,0.41,0.194,0,21,21,0,1
9988,2/26/12,1,1,2,4,0,0,0,1,0.24,0.2273,0.41,0.194,1,5,6,0.166666667,0.833333333
9989,2/26/12,1,1,2,5,0,0,0,1,0.22,0.2121,0.44,0.2239,0,5,5,0,1
9990,2/26/12,1,1,2,6,0,0,0,1,0.22,0.197,0.44,0.3284,0,2,2,0,1
9991,2/26/12,1,1,2,7,0,0,0,1,0.2,0.1818,0.51,0.2985,2,20,22,0.090909091,0.909090909
9992,2/26/12,1,1,2,8,0,0,0,1,0.2,0.197,0.51,0.2537,2,57,59,0.033898305,0.966101695
9993,2/26/12,1,1,2,9,0,0,0,1,0.22,0.2121,0.47,0.2239,11,76,87,0.126436782,0.873563218
9994,2/26/12,1,1,2,10,0,0,0,1,0.26,0.2576,0.41,0.1642,27,161,188,0.143617021,0.856382979
9995,2/26/12,1,1,2,11,0,0,0,1,0.28,0.2576,0.41,0.2836,43,184,227,0.189427313,0.810572687
9996,2/26/12,1,1,2,12,0,0,0,1,0.3,0.303,0.39,0.1343,49,256,305,0.160655738,0.839344262
9997,2/26/12,1,1,2,13,0,0,0,1,0.32,0.3333,0.36,0,58,267,325,0.178461538,0.821538462
9998,2/26/12,1,1,2,14,0,0,0,1,0.34,0.3485,0.31,0,68,263,331,0.205438066,0.794561934
9999,2/26/12,1,1,2,15,0,0,0,1,0.36,0.3485,0.29,0,72,281,353,0.203966006,0.796033994
10000,2/26/12,1,1,2,16,0,0,0,1,0.36,0.3333,0.32,0.2537,64,275,339,0.18879056,0.81120944
10001,2/26/12,1,1,2,17,0,0,0,1,0.36,0.3485,0.32,0.2239,46,241,287,0.160278746,0.839721254
10002,2/26/12,1,1,2,18,0,0,0,1,0.34,0.3182,0.36,0.2836,17,199,216,0.078703704,0.921296296
10003,2/26/12,1,1,2,19,0,0,0,1,0.34,0.3333,0.34,0.1642,13,130,143,0.090909091,0.909090909
10004,2/26/12,1,1,2,20,0,0,0,1,0.32,0.3182,0.42,0.1642,9,79,88,0.102272727,0.897727273
10005,2/26/12,1,1,2,21,0,0,0,1,0.3,0.303,0.45,0.1343,8,75,83,0.096385542,0.903614458
10006,2/26/12,1,1,2,22,0,0,0,1,0.3,0.2879,0.42,0.2239,3,68,71,0.042253521,0.957746479
10007,2/26/12,1,1,2,23,0,0,0,1,0.26,0.2576,0.56,0.1642,5,59,64,0.078125,0.921875
10008,2/27/12,1,1,2,0,0,1,1,1,0.26,0.2424,0.6,0.2537,2,27,29,0.068965517,0.931034483
10009,2/27/12,1,1,2,1,0,1,1,1,0.26,0.2576,0.65,0.2239,0,6,6,0,1
10010,2/27/12,1,1,2,2,0,1,1,1,0.26,0.2273,0.7,0.2985,0,4,4,0,1
10011,2/27/12,1,1,2,3,0,1,1,1,0.24,0.2424,0.75,0.1642,0,2,2,0,1
10012,2/27/12,1,1,2,4,0,1,1,1,0.22,0.2273,0.8,0.1343,0,1,1,0,1
10013,2/27/12,1,1,2,5,0,1,1,1,0.22,0.2273,0.8,0.1343,0,16,16,0,1
10014,2/27/12,1,1,2,6,0,1,1,1,0.24,0.2273,0.7,0.2537,1,89,90,0.011111111,0.988888889
10015,2/27/12,1,1,2,7,0,1,1,1,0.24,0.2273,0.6,0.2239,2,278,280,0.007142857,0.992857143
10016,2/27/12,1,1,2,8,0,1,1,1,0.24,0.2424,0.6,0,14,514,528,0.026515152,0.973484848
10017,2/27/12,1,1,2,9,0,1,1,1,0.26,0.2576,0.6,0.194,11,219,230,0.047826087,0.952173913
10018,2/27/12,1,1,2,10,0,1,1,1,0.32,0.303,0.45,0.2537,16,88,104,0.153846154,0.846153846
10019,2/27/12,1,1,2,11,0,1,1,1,0.36,0.3333,0.43,0.2537,11,92,103,0.106796117,0.893203883
10020,2/27/12,1,1,2,12,0,1,1,1,0.4,0.4091,0.37,0.2985,13,164,177,0.073446328,0.926553672
10021,2/27/12,1,1,2,13,0,1,1,1,0.4,0.4091,0.43,0.2836,23,159,182,0.126373626,0.873626374
10022,2/27/12,1,1,2,14,0,1,1,1,0.46,0.4545,0.36,0.2836,24,134,158,0.151898734,0.848101266
10023,2/27/12,1,1,2,15,0,1,1,1,0.52,0.5,0.25,0.4179,24,150,174,0.137931034,0.862068966
10024,2/27/12,1,1,2,16,0,1,1,1,0.54,0.5152,0.26,0.4478,20,266,286,0.06993007,0.93006993
10025,2/27/12,1,1,2,17,0,1,1,1,0.54,0.5152,0.24,0.4478,26,503,529,0.049149338,0.950850662
10026,2/27/12,1,1,2,18,0,1,1,1,0.52,0.5,0.27,0.4179,10,517,527,0.018975332,0.981024668
10027,2/27/12,1,1,2,19,0,1,1,1,0.5,0.4848,0.29,0.3881,16,318,334,0.047904192,0.952095808
10028,2/27/12,1,1,2,20,0,1,1,1,0.48,0.4697,0.33,0.3582,11,208,219,0.050228311,0.949771689
10029,2/27/12,1,1,2,21,0,1,1,1,0.46,0.4545,0.36,0.2836,14,181,195,0.071794872,0.928205128
10030,2/27/12,1,1,2,22,0,1,1,1,0.44,0.4394,0.44,0.2537,9,83,92,0.097826087,0.902173913
10031,2/27/12,1,1,2,23,0,1,1,1,0.42,0.4242,0.5,0.1642,6,50,56,0.107142857,0.892857143
10032,2/28/12,1,1,2,0,0,2,1,1,0.42,0.4242,0.54,0.1343,0,10,10,0,1
10033,2/28/12,1,1,2,1,0,2,1,1,0.38,0.3939,0.62,0.1642,0,6,6,0,1
10034,2/28/12,1,1,2,2,0,2,1,1,0.4,0.4091,0.54,0.1045,1,2,3,0.333333333,0.666666667
10035,2/28/12,1,1,2,3,0,2,1,1,0.4,0.4091,0.32,0.3582,0,6,6,0,1
10036,2/28/12,1,1,2,4,0,2,1,1,0.32,0.2879,0.42,0.3582,0,2,2,0,1
10037,2/28/12,1,1,2,5,0,2,1,1,0.32,0.2879,0.42,0.3582,1,20,21,0.047619048,0.952380952
10038,2/28/12,1,1,2,6,0,2,1,1,0.3,0.2727,0.45,0.3284,1,100,101,0.00990099,0.99009901
10039,2/28/12,1,1,2,7,0,2,1,1,0.28,0.2576,0.45,0.2985,12,313,325,0.036923077,0.963076923
10040,2/28/12,1,1,2,8,0,2,1,1,0.26,0.2424,0.48,0.2836,16,543,559,0.02862254,0.97137746
10041,2/28/12,1,1,2,9,0,2,1,1,0.28,0.2576,0.45,0.3582,7,225,232,0.030172414,0.969827586
10042,2/28/12,1,1,2,10,0,2,1,1,0.3,0.2727,0.42,0.2985,14,118,132,0.106060606,0.893939394
10043,2/28/12,1,1,2,11,0,2,1,1,0.34,0.3182,0.36,0.2537,8,155,163,0.049079755,0.950920245
10044,2/28/12,1,1,2,12,0,2,1,1,0.36,0.3485,0.34,0.1343,19,164,183,0.103825137,0.896174863
10045,2/28/12,1,1,2,13,0,2,1,1,0.36,0.3636,0.32,0.1045,16,174,190,0.084210526,0.915789474
10046,2/28/12,1,1,2,14,0,2,1,1,0.4,0.4091,0.28,0.1045,13,121,134,0.097014925,0.902985075
10047,2/28/12,1,1,2,15,0,2,1,1,0.42,0.4242,0.26,0.0896,17,149,166,0.102409639,0.897590361
10048,2/28/12,1,1,2,16,0,2,1,1,0.42,0.4242,0.28,0.0896,17,270,287,0.059233449,0.940766551
10049,2/28/12,1,1,2,17,0,2,1,1,0.42,0.4242,0.26,0.0896,33,497,530,0.062264151,0.937735849
10050,2/28/12,1,1,2,18,0,2,1,1,0.42,0.4242,0.28,0.1642,17,432,449,0.037861915,0.962138085
10051,2/28/12,1,1,2,19,0,2,1,1,0.42,0.4242,0.26,0,15,291,306,0.049019608,0.950980392
10052,2/28/12,1,1,2,20,0,2,1,1,0.4,0.4091,0.3,0.1343,2,202,204,0.009803922,0.990196078
10053,2/28/12,1,1,2,21,0,2,1,1,0.34,0.3485,0.46,0.1045,10,178,188,0.053191489,0.946808511
10054,2/28/12,1,1,2,22,0,2,1,1,0.34,0.3485,0.46,0.1045,6,95,101,0.059405941,0.940594059
10055,2/28/12,1,1,2,23,0,2,1,1,0.32,0.303,0.53,0.2239,4,61,65,0.061538462,0.938461538
10056,2/29/12,1,1,2,0,0,3,1,1,0.32,0.3333,0.53,0.1045,2,30,32,0.0625,0.9375
10057,2/29/12,1,1,2,1,0,3,1,1,0.32,0.3333,0.49,0.1045,0,6,6,0,1
10058,2/29/12,1,1,2,2,0,3,1,1,0.3,0.2879,0.56,0.2239,0,4,4,0,1
10059,2/29/12,1,1,2,3,0,3,1,1,0.28,0.303,0.7,0.0896,0,2,2,0,1
10060,2/29/12,1,1,2,5,0,3,1,1,0.26,0.2879,0.75,0.0896,0,29,29,0,1
10061,2/29/12,1,1,2,6,0,3,1,2,0.28,0.303,0.75,0.0896,4,100,104,0.038461538,0.961538462
10062,2/29/12,1,1,2,7,0,3,1,2,0.26,0.2727,0.81,0.1343,11,242,253,0.043478261,0.956521739
10063,2/29/12,1,1,2,8,0,3,1,2,0.28,0.2879,0.75,0.1045,2,114,116,0.017241379,0.982758621
10064,2/29/12,1,1,2,9,0,3,1,3,0.3,0.303,0.81,0.1642,5,33,38,0.131578947,0.868421053
10065,2/29/12,1,1,2,10,0,3,1,3,0.3,0.303,0.81,0.1642,0,10,10,0,1
10066,2/29/12,1,1,2,11,0,3,1,3,0.3,0.2879,0.87,0.194,1,9,10,0.1,0.9
10067,2/29/12,1,1,2,12,0,3,1,3,0.32,0.303,0.93,0.3284,1,69,70,0.014285714,0.985714286
10068,2/29/12,1,1,2,13,0,3,1,2,0.36,0.3333,0.93,0.3582,4,72,76,0.052631579,0.947368421
10069,2/29/12,1,1,2,14,0,3,1,2,0.36,0.3333,0.93,0.3582,2,54,56,0.035714286,0.964285714
10070,2/29/12,1,1,2,15,0,3,1,2,0.4,0.4091,0.82,0.2836,3,87,90,0.033333333,0.966666667
10071,2/29/12,1,1,2,16,0,3,1,3,0.4,0.4091,0.82,0.2239,5,162,167,0.02994012,0.97005988
10072,2/29/12,1,1,2,17,0,3,1,2,0.4,0.4091,0.87,0.1642,7,246,253,0.027667984,0.972332016
10073,2/29/12,1,1,2,18,0,3,1,3,0.4,0.4091,0.87,0,11,181,192,0.057291667,0.942708333
10074,2/29/12,1,1,2,19,0,3,1,2,0.4,0.4091,0.87,0.1045,0,102,102,0,1
10075,2/29/12,1,1,2,20,0,3,1,3,0.42,0.4242,0.88,0.1642,2,95,97,0.020618557,0.979381443
10076,2/29/12,1,1,2,21,0,3,1,3,0.42,0.4242,0.88,0.1642,0,39,39,0,1
10077,2/29/12,1,1,2,22,0,3,1,3,0.42,0.4242,0.94,0.2537,2,53,55,0.036363636,0.963636364
10078,2/29/12,1,1,2,23,0,3,1,3,0.42,0.4242,0.94,0.2537,3,30,33,0.090909091,0.909090909
10079,3/1/12,1,1,3,0,0,4,1,2,0.42,0.4242,0.94,0,1,10,11,0.090909091,0.909090909
10080,3/1/12,1,1,3,1,0,4,1,3,0.46,0.4545,0.94,0.1045,0,12,12,0,1
10081,3/1/12,1,1,3,2,0,4,1,2,0.46,0.4545,0.94,0.2836,0,6,6,0,1
10082,3/1/12,1,1,3,3,0,4,1,1,0.46,0.4545,0.94,0.2239,0,3,3,0,1
10083,3/1/12,1,1,3,4,0,4,1,1,0.48,0.4697,0.88,0.194,0,5,5,0,1
10084,3/1/12,1,1,3,5,0,4,1,1,0.48,0.4697,0.88,0.1642,0,18,18,0,1
10085,3/1/12,1,1,3,6,0,4,1,2,0.42,0.4242,0.94,0,2,107,109,0.018348624,0.981651376
10086,3/1/12,1,1,3,7,0,4,1,2,0.44,0.4394,0.94,0.1343,8,296,304,0.026315789,0.973684211
10087,3/1/12,1,1,3,8,0,4,1,1,0.42,0.4242,0.94,0.1343,15,579,594,0.025252525,0.974747475
10088,3/1/12,1,1,3,9,0,4,1,1,0.46,0.4545,0.77,0.2537,5,281,286,0.017482517,0.982517483
10089,3/1/12,1,1,3,10,0,4,1,1,0.52,0.5,0.55,0.1642,11,122,133,0.082706767,0.917293233
10090,3/1/12,1,1,3,11,0,4,1,1,0.56,0.5303,0.43,0.194,19,149,168,0.113095238,0.886904762
10091,3/1/12,1,1,3,12,0,4,1,1,0.56,0.5303,0.37,0.2239,16,204,220,0.072727273,0.927272727
10092,3/1/12,1,1,3,13,0,4,1,1,0.58,0.5455,0.32,0.2537,24,187,211,0.113744076,0.886255924
10093,3/1/12,1,1,3,14,0,4,1,1,0.58,0.5455,0.35,0.2239,37,174,211,0.17535545,0.82464455
10094,3/1/12,1,1,3,15,0,4,1,1,0.6,0.6212,0.31,0.2537,31,192,223,0.139013453,0.860986547
10095,3/1/12,1,1,3,16,0,4,1,1,0.58,0.5455,0.32,0.2985,38,323,361,0.105263158,0.894736842
10096,3/1/12,1,1,3,17,0,4,1,1,0.56,0.5303,0.35,0.2985,49,551,600,0.081666667,0.918333333
10097,3/1/12,1,1,3,18,0,4,1,1,0.54,0.5152,0.34,0.3582,27,498,525,0.051428571,0.948571429
10098,3/1/12,1,1,3,19,0,4,1,1,0.48,0.4697,0.41,0.3284,11,317,328,0.033536585,0.966463415
10099,3/1/12,1,1,3,20,0,4,1,1,0.44,0.4394,0.44,0.4179,12,242,254,0.047244094,0.952755906
10100,3/1/12,1,1,3,21,0,4,1,1,0.42,0.4242,0.47,0.4627,7,190,197,0.035532995,0.964467005
10101,3/1/12,1,1,3,22,0,4,1,1,0.38,0.3939,0.5,0.2537,3,123,126,0.023809524,0.976190476
10102,3/1/12,1,1,3,23,0,4,1,1,0.36,0.3485,0.5,0.2239,9,76,85,0.105882353,0.894117647
10103,3/2/12,1,1,3,0,0,5,1,1,0.34,0.3333,0.53,0.1642,1,45,46,0.02173913,0.97826087
10104,3/2/12,1,1,3,1,0,5,1,1,0.34,0.3182,0.49,0.2239,2,18,20,0.1,0.9
10105,3/2/12,1,1,3,2,0,5,1,1,0.34,0.3182,0.53,0.2836,2,4,6,0.333333333,0.666666667
10106,3/2/12,1,1,3,3,0,5,1,1,0.32,0.3182,0.57,0.194,0,3,3,0,1
10107,3/2/12,1,1,3,4,0,5,1,1,0.32,0.3485,0.61,0,0,2,2,0,1
10108,3/2/12,1,1,3,5,0,5,1,1,0.3,0.3333,0.7,0,0,24,24,0,1
10109,3/2/12,1,1,3,6,0,5,1,1,0.3,0.3333,0.7,0,4,88,92,0.043478261,0.956521739
10110,3/2/12,1,1,3,7,0,5,1,1,0.3,0.3333,0.7,0,4,258,262,0.015267176,0.984732824
10111,3/2/12,1,1,3,8,0,5,1,1,0.28,0.303,0.75,0.0896,16,533,549,0.029143898,0.970856102
10112,3/2/12,1,1,3,9,0,5,1,1,0.3,0.3333,0.81,0,15,299,314,0.047770701,0.952229299
10113,3/2/12,1,1,3,10,0,5,1,1,0.36,0.3485,0.5,0.1642,14,118,132,0.106060606,0.893939394
10114,3/2/12,1,1,3,11,0,5,1,1,0.38,0.3939,0.46,0.194,40,154,194,0.206185567,0.793814433
10115,3/2/12,1,1,3,12,0,5,1,1,0.4,0.4091,0.43,0.1642,40,194,234,0.170940171,0.829059829
10116,3/2/12,1,1,3,13,0,5,1,1,0.42,0.4242,0.44,0.2239,31,191,222,0.13963964,0.86036036
10117,3/2/12,1,1,3,14,0,5,1,2,0.44,0.4394,0.44,0.2836,29,176,205,0.141463415,0.858536585
10118,3/2/12,1,1,3,15,0,5,1,2,0.42,0.4242,0.5,0.2985,5,73,78,0.064102564,0.935897436
10119,3/2/12,1,1,3,16,0,5,1,3,0.4,0.4091,0.58,0.2985,1,49,50,0.02,0.98
10120,3/2/12,1,1,3,17,0,5,1,3,0.36,0.3485,0.81,0.2239,5,123,128,0.0390625,0.9609375
10121,3/2/12,1,1,3,18,0,5,1,3,0.36,0.3485,0.87,0.194,6,154,160,0.0375,0.9625
10122,3/2/12,1,1,3,19,0,5,1,3,0.36,0.3485,0.87,0.194,12,162,174,0.068965517,0.931034483
10123,3/2/12,1,1,3,20,0,5,1,2,0.36,0.3485,0.87,0.194,7,93,100,0.07,0.93
10124,3/2/12,1,1,3,21,0,5,1,3,0.36,0.3636,0.87,0.0896,2,99,101,0.01980198,0.98019802
10125,3/2/12,1,1,3,22,0,5,1,2,0.36,0.3788,0.87,0,6,69,75,0.08,0.92
10126,3/2/12,1,1,3,23,0,5,1,2,0.36,0.3788,0.87,0,4,19,23,0.173913043,0.826086957
10127,3/3/12,1,1,3,0,0,6,0,3,0.36,0.3636,0.93,0.0896,1,21,22,0.045454545,0.954545455
10128,3/3/12,1,1,3,1,0,6,0,3,0.36,0.3788,0.93,0,0,44,44,0,1
10129,3/3/12,1,1,3,2,0,6,0,3,0.36,0.3636,0.93,0.0896,4,34,38,0.105263158,0.894736842
10130,3/3/12,1,1,3,3,0,6,0,2,0.36,0.3485,0.93,0.1642,1,20,21,0.047619048,0.952380952
10131,3/3/12,1,1,3,4,0,6,0,2,0.36,0.3485,0.93,0.194,0,2,2,0,1
10132,3/3/12,1,1,3,5,0,6,0,2,0.36,0.3636,0.93,0.0896,1,1,2,0.5,0.5
10133,3/3/12,1,1,3,6,0,6,0,2,0.36,0.3636,0.93,0.0896,1,6,7,0.142857143,0.857142857
10134,3/3/12,1,1,3,7,0,6,0,2,0.36,0.3485,0.93,0.1343,2,14,16,0.125,0.875
10135,3/3/12,1,1,3,8,0,6,0,3,0.36,0.3788,0.93,0,2,46,48,0.041666667,0.958333333
10136,3/3/12,1,1,3,9,0,6,0,3,0.38,0.3939,0.87,0.0896,7,87,94,0.074468085,0.925531915
10137,3/3/12,1,1,3,10,0,6,0,2,0.4,0.4091,0.87,0,31,137,168,0.18452381,0.81547619
10138,3/3/12,1,1,3,11,0,6,0,2,0.4,0.4091,0.87,0.0896,33,181,214,0.154205607,0.845794393
10139,3/3/12,1,1,3,12,0,6,0,2,0.42,0.4242,0.67,0.2537,47,252,299,0.157190635,0.842809365
10140,3/3/12,1,1,3,13,0,6,0,1,0.44,0.4394,0.51,0.2836,87,252,339,0.256637168,0.743362832
10141,3/3/12,1,1,3,14,0,6,0,2,0.46,0.4545,0.44,0.3582,151,279,430,0.351162791,0.648837209
10142,3/3/12,1,1,3,15,0,6,0,1,0.48,0.4697,0.29,0.2985,145,254,399,0.363408521,0.636591479
10143,3/3/12,1,1,3,16,0,6,0,1,0.5,0.4848,0.27,0.2985,167,300,467,0.357601713,0.642398287
10144,3/3/12,1,1,3,17,0,6,0,1,0.5,0.4848,0.23,0.3284,106,279,385,0.275324675,0.724675325
10145,3/3/12,1,1,3,18,0,6,0,1,0.5,0.4848,0.25,0.2537,53,250,303,0.174917492,0.825082508
10146,3/3/12,1,1,3,19,0,6,0,1,0.46,0.4545,0.33,0.1642,34,191,225,0.151111111,0.848888889
10147,3/3/12,1,1,3,20,0,6,0,1,0.44,0.4394,0.3,0.1343,28,121,149,0.187919463,0.812080537
10148,3/3/12,1,1,3,21,0,6,0,1,0.46,0.4545,0.19,0.3284,24,130,154,0.155844156,0.844155844
10149,3/3/12,1,1,3,22,0,6,0,1,0.44,0.4394,0.21,0.1343,19,115,134,0.141791045,0.858208955
10150,3/3/12,1,1,3,23,0,6,0,1,0.42,0.4242,0.24,0,12,94,106,0.113207547,0.886792453
10151,3/4/12,1,1,3,0,0,0,0,2,0.4,0.4091,0.3,0.3582,5,67,72,0.069444444,0.930555556
10152,3/4/12,1,1,3,1,0,0,0,2,0.38,0.3939,0.34,0.194,16,60,76,0.210526316,0.789473684
10153,3/4/12,1,1,3,2,0,0,0,2,0.36,0.3485,0.4,0.1642,14,66,80,0.175,0.825
10154,3/4/12,1,1,3,3,0,0,0,2,0.36,0.3485,0.43,0.1343,5,21,26,0.192307692,0.807692308
10155,3/4/12,1,1,3,4,0,0,0,2,0.34,0.3333,0.46,0.194,3,11,14,0.214285714,0.785714286
10156,3/4/12,1,1,3,5,0,0,0,2,0.34,0.3182,0.46,0.2239,0,5,5,0,1
10157,3/4/12,1,1,3,6,0,0,0,2,0.3,0.2727,0.52,0.2985,0,5,5,0,1
10158,3/4/12,1,1,3,7,0,0,0,2,0.3,0.2727,0.52,0.2985,2,21,23,0.086956522,0.913043478
10159,3/4/12,1,1,3,8,0,0,0,1,0.3,0.2727,0.52,0.3284,12,54,66,0.181818182,0.818181818
10160,3/4/12,1,1,3,9,0,0,0,1,0.3,0.2727,0.49,0.4478,14,104,118,0.118644068,0.881355932
10161,3/4/12,1,1,3,10,0,0,0,1,0.3,0.2727,0.49,0.3284,31,161,192,0.161458333,0.838541667
10162,3/4/12,1,1,3,11,0,0,0,1,0.32,0.2879,0.45,0.3881,64,192,256,0.25,0.75
10163,3/4/12,1,1,3,12,0,0,0,1,0.34,0.303,0.42,0.3582,71,256,327,0.217125382,0.782874618
10164,3/4/12,1,1,3,13,0,0,0,1,0.36,0.3333,0.37,0.3582,108,256,364,0.296703297,0.703296703
10165,3/4/12,1,1,3,14,0,0,0,1,0.36,0.3333,0.34,0.3582,106,226,332,0.319277108,0.680722892
10166,3/4/12,1,1,3,15,0,0,0,1,0.36,0.3182,0.32,0.5224,82,252,334,0.245508982,0.754491018
10167,3/4/12,1,1,3,16,0,0,0,1,0.36,0.3182,0.29,0.4925,68,231,299,0.227424749,0.772575251
10168,3/4/12,1,1,3,17,0,0,0,1,0.34,0.2879,0.31,0.5522,49,214,263,0.186311787,0.813688213
10169,3/4/12,1,1,3,18,0,0,0,1,0.32,0.2727,0.33,0.6119,20,164,184,0.108695652,0.891304348
10170,3/4/12,1,1,3,19,0,0,0,1,0.3,0.2576,0.36,0.4925,12,120,132,0.090909091,0.909090909
10171,3/4/12,1,1,3,20,0,0,0,1,0.28,0.2727,0.38,0.2537,8,80,88,0.090909091,0.909090909
10172,3/4/12,1,1,3,21,0,0,0,1,0.28,0.2727,0.36,0.2239,9,70,79,0.113924051,0.886075949
10173,3/4/12,1,1,3,22,0,0,0,1,0.26,0.2424,0.41,0.2537,9,53,62,0.14516129,0.85483871
10174,3/4/12,1,1,3,23,0,0,0,1,0.26,0.2576,0.41,0.194,2,24,26,0.076923077,0.923076923
10175,3/5/12,1,1,3,0,0,1,1,1,0.24,0.2273,0.44,0.194,2,15,17,0.117647059,0.882352941
10176,3/5/12,1,1,3,1,0,1,1,1,0.24,0.2424,0.48,0.1343,3,3,6,0.5,0.5
10177,3/5/12,1,1,3,2,0,1,1,1,0.24,0.2424,0.48,0.1343,1,3,4,0.25,0.75
10178,3/5/12,1,1,3,3,0,1,1,1,0.22,0.2273,0.51,0.1642,0,1,1,0,1
10179,3/5/12,1,1,3,4,0,1,1,1,0.2,0.2273,0.55,0.0896,0,1,1,0,1
10180,3/5/12,1,1,3,5,0,1,1,1,0.2,0.2273,0.55,0.0896,1,17,18,0.055555556,0.944444444
10181,3/5/12,1,1,3,6,0,1,1,1,0.18,0.197,0.59,0.1343,2,89,91,0.021978022,0.978021978
10182,3/5/12,1,1,3,7,0,1,1,1,0.18,0.197,0.59,0.1343,7,253,260,0.026923077,0.973076923
10183,3/5/12,1,1,3,8,0,1,1,1,0.2,0.2273,0.59,0.1045,13,415,428,0.030373832,0.969626168
10184,3/5/12,1,1,3,9,0,1,1,2,0.22,0.2576,0.6,0.0896,11,186,197,0.055837563,0.944162437
10185,3/5/12,1,1,3,10,0,1,1,2,0.24,0.2576,0.6,0,12,74,86,0.139534884,0.860465116
10186,3/5/12,1,1,3,11,0,1,1,2,0.26,0.2727,0.56,0.1343,17,86,103,0.165048544,0.834951456
10187,3/5/12,1,1,3,12,0,1,1,2,0.26,0.303,0.52,0,15,122,137,0.109489051,0.890510949
10188,3/5/12,1,1,3,13,0,1,1,2,0.26,0.2576,0.55,0.2985,11,109,120,0.091666667,0.908333333
10189,3/5/12,1,1,3,14,0,1,1,2,0.28,0.2576,0.57,0.3582,13,115,128,0.1015625,0.8984375
10190,3/5/12,1,1,3,15,0,1,1,2,0.3,0.2879,0.53,0.194,20,110,130,0.153846154,0.846153846
10191,3/5/12,1,1,3,16,0,1,1,1,0.3,0.2727,0.45,0.2985,30,180,210,0.142857143,0.857142857
10192,3/5/12,1,1,3,17,0,1,1,3,0.3,0.2727,0.45,0.2985,11,376,387,0.028423773,0.971576227
10193,3/5/12,1,1,3,18,0,1,1,3,0.28,0.2273,0.55,0.6567,12,363,375,0.032,0.968
10194,3/5/12,1,1,3,19,0,1,1,1,0.26,0.2576,0.53,0.2239,6,220,226,0.026548673,0.973451327
10195,3/5/12,1,1,3,20,0,1,1,1,0.26,0.2273,0.37,0.4627,8,171,179,0.044692737,0.955307263
10196,3/5/12,1,1,3,21,0,1,1,1,0.26,0.2273,0.37,0.3881,4,116,120,0.033333333,0.966666667
10197,3/5/12,1,1,3,22,0,1,1,1,0.24,0.2121,0.35,0.3284,2,76,78,0.025641026,0.974358974
10198,3/5/12,1,1,3,23,0,1,1,1,0.22,0.1818,0.37,0.5821,2,29,31,0.064516129,0.935483871
10199,3/6/12,1,1,3,0,0,2,1,1,0.22,0.2121,0.37,0.2985,0,8,8,0,1
10200,3/6/12,1,1,3,1,0,2,1,1,0.2,0.197,0.44,0.2537,0,6,6,0,1
10201,3/6/12,1,1,3,2,0,2,1,1,0.2,0.197,0.44,0.2239,0,4,4,0,1
10202,3/6/12,1,1,3,3,0,2,1,1,0.18,0.1667,0.51,0.2836,0,1,1,0,1
10203,3/6/12,1,1,3,4,0,2,1,1,0.18,0.1667,0.51,0.2985,0,3,3,0,1
10204,3/6/12,1,1,3,5,0,2,1,1,0.18,0.1818,0.51,0.2239,0,25,25,0,1
10205,3/6/12,1,1,3,6,0,2,1,1,0.18,0.2121,0.51,0.1045,3,99,102,0.029411765,0.970588235
10206,3/6/12,1,1,3,7,0,2,1,1,0.16,0.1818,0.55,0.1343,5,270,275,0.018181818,0.981818182
10207,3/6/12,1,1,3,8,0,2,1,1,0.16,0.1818,0.59,0.1045,14,487,501,0.027944112,0.972055888
10208,3/6/12,1,1,3,9,0,2,1,1,0.22,0.2727,0.47,0,11,222,233,0.0472103,0.9527897
10209,3/6/12,1,1,3,10,0,2,1,1,0.24,0.2576,0.44,0,16,113,129,0.124031008,0.875968992
10210,3/6/12,1,1,3,11,0,2,1,1,0.26,0.2576,0.41,0.1642,20,110,130,0.153846154,0.846153846
